location;quadrat;specimen;mussel.species;shell.length;shell.area;sex;valve;inf.lvl;inf.percent;mobility;higher group;epibiont;position;basibiont;abundance;cover;cover.percent;biomass;id pic;notes
Kasouga;4;36;Perna perna;61;1130,6;N;R;B;50-75;mobile;Amphipoda;Amphipoda;infested;Perna perna;2;1,6;0,14;1;DSC0844;w/in byssal threads
Kasouga;4;36;Perna perna;61;1130,6;N;R;B;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;10,3;0,91;76,992;DSC0844;
Kasouga;4;36;Perna perna;61;1130,6;N;R;B;50-75;sessile;Sedentaria;Spirobranchus kraussii;non infested;Perna perna;1;7,4;0,65;4,422;DSC0844;
Kasouga;4;37;Perna perna;53;924,1;N;L;B;50-75;mobile;Amphipoda;Paramoera capensis;non infested;Perna perna;1;0;0;0,6;DSC0847;
Kasouga;4;37;Perna perna;53;924,1;N;L;B;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;4;0,8;0,09;0;DSC0847;
Kasouga;4;38;Perna perna;45;655,5;N;L;C;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;1;0,15;0;DSC0849;
Kasouga;4;38;Perna perna;45;661,7;N;R;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;0,2;0,03;0;DSC0848;
Kasouga;4;38;Perna perna;45;661,7;N;R;B;25-50;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;0,7;0,11;0;DSC0848;
Kasouga;4;39;Perna perna;59;1109,8;F;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;5;4;0,36;0;DSC0850;
Kasouga;4;40;Perna perna;33;367,2;N;L;A;0;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;2;0,2;0,05;0;DSC0853;
Kasouga;4;40;Perna perna;33;367,3;N;R;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0852;
Kasouga;4;41;Perna perna;65;1245,7;F;L;D;50-75;semi-sessile;Platyhelminthes;Notocomplana erythrotaenia;infested;Perna perna;1;4,3;0,35;1,2;DSC0855;
Kasouga;4;41;Perna perna;65;1245,7;F;L;D;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;4,9;0,39;;DSC0855;
Kasouga;4;41;Perna perna;65;1245,7;F;L;D;50-75;sessile;Sedentaria;Sedentaria;non infested;Perna perna;1;52;4,17;0;DSC0855;
Kasouga;4;41;Perna perna;65;1245,7;F;L;D;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;1;0,08;0;DSC0855;
Kasouga;4;41;Perna perna;65;1245,7;F;L;D;50-75;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;4;3;0,24;0;DSC0855;
Kasouga;4;41;Perna perna;65;1226;F;R;D;25-50;sessile;Sedentaria;Gunnarea gaimardi;non infested;Perna perna;1;414,4;33,8;22,7;DSC0854;
Kasouga;4;41;Perna perna;65;1226;F;R;D;25-50;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;13;10,8;0,88;0;DSC0854;
Kasouga;4;42;Perna perna;54;959,3;M;L;B;25-50;sessile;Bryozoa;Electra verticillata;infested;Perna perna;2;46,8;4,88;19,4;DSC0857;
Kasouga;4;42;Perna perna;54;959,3;M;L;B;25-50;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;8;2,8;0,29;0;DSC0857;
Kasouga;4;42;Perna perna;54;962,9;M;R;B;50-75;sessile;Bivalvia;Perna perna;infested;Perna perna;1;14,7;1,53;18,5;DSC0856;16 mm
Kasouga;4;42;Perna perna;54;962,9;M;R;B;50-75;sessile;Bryozoa;Electra verticillata;infested;Perna perna;1;73,5;7,63;30,2;DSC0856;
Kasouga;4;42;Perna perna;54;962,9;M;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;0,5;0,05;0;DSC0856;
Kasouga;4;42;Perna perna;54;962,9;M;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;2;2;0,21;0;DSC0856;
Kasouga;4;43;Perna perna;56;1081,9;N;L;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;1,7;0,16;0;DSC0859;
Kasouga;4;43;Perna perna;56;1075,1;N;R;B;25-50;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;3;1,7;0,16;0;DSC0858;
Kasouga;4;43;Perna perna;56;1075,1;N;R;B;25-50;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;3;1,2;0,11;0;DSC0858;
Kasouga;4;44;Perna perna;40;583,9;N;L;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0861;
Kasouga;4;44;Perna perna;40;573,1;N;R;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0860;
Kasouga;4;45;Perna perna;47;727,5;N;L;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0863;
Kasouga;4;45;Perna perna;47;726,7;N;R;A;0;mobile;Errantia;Syllidae;non infested;Perna perna;1;0;0;0;DSC0862;
Kasouga;4;46;Perna perna;55;968,3;F;L;D;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;160,6;16,59;26,1;DSC0865;
Kasouga;4;46;Perna perna;55;951,4;F;R;C;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;1,1;0,12;0;DSC0864;
Kasouga;4;47;Perna perna;56;1032,4;M;L;D;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;7;0,9;0,09;0;DSC0867;
Kasouga;4;47;Perna perna;56;1032,4;M;L;D;50-75;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;91,9;8,9;6,6;DSC0867;
Kasouga;4;47;Perna perna;56;1032,4;M;L;D;50-75;sessile;Ochrophyta;Ralfsia verrucosa;II epibiosis;Tetraclita serrata;1;32,6;3,16;3,25;DSC0867;
Kasouga;4;47;Perna perna;56;1032,4;M;L;D;50-75;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;1;8,9;0,86;0,65;DSC0867;
Kasouga;4;47;Perna perna;56;1032,4;M;L;D;50-75;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;225,9;21,88;30,8;DSC0867;
Kasouga;4;47;Perna perna;56;1035,2;M;R;D;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;10;1,1;0,11;0;DSC0866;
Kasouga;4;47;Perna perna;56;1035,2;M;R;D;50-75;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;2;103,8;10,03;2,2;DSC0866;small
Kasouga;4;48;Perna perna;58;1040,9;M;L;B;25-50;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;58,5;5,62;3,6;DSC0869;
Kasouga;4;48;Perna perna;58;1043;M;R;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;0,5;0,05;0;DSC0868;
Kasouga;4;48;Perna perna;58;1043;M;R;B;25-50;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;422,5;40,51;57,5;DSC0868;
Kasouga;4;49;Perna perna;41;589,4;N;L;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;6;0,8;0,14;0;DSC0871;
Kasouga;4;49;Perna perna;41;601,2;N;R;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;0,1;0,02;0;DSC0870;
Kasouga;4;49;Perna perna;41;601,2;N;R;B;25-50;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;1;8,6;1,43;1;DSC0870;
Kasouga;4;50;Perna perna;66;1378,2;M;R;C;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;3;0,22;0;DSC0872;
Kasouga;4;51;Perna perna;70;1477,9;F;L;C;25-50;sessile;Bryozoa;Electra verticillata;infested;Perna perna;1;5,4;0,37;10,614;DSC0875;
Kasouga;4;51;Perna perna;70;1477,9;F;L;C;25-50;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;1;0,07;0;DSC0875;
Kasouga;4;51;Perna perna;70;1477,9;F;L;C;25-50;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;11;10,4;0,7;0;DSC0875;
Kasouga;4;51;Perna perna;70;1463,2;F;R;C;75-100;mobile;Errantia;Errantia;non infested;Perna perna;1;2,7;0,18;3;DSC0874;
Kasouga;4;51;Perna perna;70;1463,2;F;R;C;75-100;semi-sessile;Platyhelminthes;Notocomplana erythrotaenia;infested;Perna perna;1;2,1;0,14;1,4;DSC0874;
Kasouga;4;51;Perna perna;70;1463,2;F;R;C;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;1;0,07;0;DSC0874;
Kasouga;4;51;Perna perna;70;1463,2;F;R;C;75-100;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;10;6;0,41;0;DSC0874;
Kasouga;4;52;Perna perna;58;1072,7;M;L;B;25-50;sessile;Bryozoa;Electra verticillata;II epibiosis;Spirobranchus kraussii;1;55,4;5,16;16,117;DSC0877;
Kasouga;4;52;Perna perna;58;1072,7;M;L;B;25-50;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;1;60,9;5,68;11,3;DSC0877;
Kasouga;4;52;Perna perna;58;1072,7;M;L;B;25-50;sessile;Sedentaria;Spirorbis spp.;II epibiosis;Spirobranchus kraussii;3;1,7;0,16;0;DSC0877;
Kasouga;4;52;Perna perna;58;1072,7;M;L;B;25-50;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;1,4;0,13;0;DSC0877;
Kasouga;4;52;Perna perna;58;1072,7;M;L;B;25-50;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;1;0,7;0,07;0;DSC0877;
Kasouga;4;52;Perna perna;58;1110,4;M;R;B;50-75;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;1;46,3;4,17;1,7;DSC0876;
Kasouga;4;52;Perna perna;58;1110,4;M;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;II epibiosis;Spirobranchus kraussii;3;1,3;0,12;0;DSC0876;
Kasouga;4;52;Perna perna;58;1110,4;M;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;5;2,2;0,2;0;DSC0876;
Kasouga;4;54;Perna perna;52;849,8;F;L;C;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;0,3;0,04;0;DSC0881;
Kasouga;4;54;Perna perna;52;849,8;F;L;C;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;4;1,9;0,22;0;DSC0881;
Kasouga;4;54;Perna perna;52;858,8;F;R;C;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;0,9;0,1;0;DSC0880;
Kasouga;4;55;Perna perna;70;1483,7;M;L;C;50-75;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;1;19,4;1,31;4,575;DSC0883;
Kasouga;4;55;Perna perna;70;1483,7;M;L;C;50-75;sessile;Sedentaria;Spirorbis spp.;II epibiosis;Spirobranchus kraussii;2;0,7;0,05;0;DSC0883;
Kasouga;4;55;Perna perna;70;1483,7;M;L;C;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;5;3,6;0,24;0;DSC0883;
Kasouga;4;55;Perna perna;70;1485,8;M;R;B;50-75;mobile;Amphipoda;Amphipoda;infested;Perna perna;1;1,533;0,1;1,4;DSC0882;
Kasouga;4;55;Perna perna;70;1485,8;M;R;B;50-75;sessile;Bryozoa;Electra verticillata;infested;Perna perna;2;59,8;4,02;45;DSC0882;
Kasouga;4;55;Perna perna;70;1485,8;M;R;B;50-75;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Tetraclita serrata;1;1;0,07;0;DSC0882;
Kasouga;4;55;Perna perna;70;1485,8;M;R;B;50-75;sessile;Cirripedia;Tetraclita serrata;II epibiosis;Tetraclita serrata;2;54,2;3,65;7,191;DSC0882;
Kasouga;4;55;Perna perna;70;1485,8;M;R;B;50-75;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;264,3;17,79;35,109;DSC0882;
Kasouga;4;55;Perna perna;70;1485,8;M;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;28;23,2;1,56;0;DSC0882;
Kasouga;4;55;Perna perna;70;1485,8;M;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;4;3,9;0,26;0;DSC0882;
Kasouga;4;56;Perna perna;51;921,5;N;L;B;50-75;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;1;0,2;0,02;0;DSC0885;
Kasouga;4;57;Perna perna;54;912,2;F;L;C;50-75;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;1;0,3;0,03;0;DSC0887;
Kasouga;4;57;Perna perna;54;912,2;F;L;C;50-75;mobile;Isopoda;Cirolana spp.;infested;Perna perna;1;22,4;2,46;;DSC0887;w/in byssal threads
Kasouga;4;57;Perna perna;54;929,7;F;R;B;50-75;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0886;
Kasouga;4;58;Perna perna;32;320,2;F;L;A;0;sessile;Bryozoa;Electra verticillata;non infested;Perna perna;1;32;9,99;6,1;DSC0889;
Kasouga;4;58;Perna perna;32;320,2;F;L;A;0;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;2;1,5;0,47;0;DSC0889;
Kasouga;4;58;Perna perna;32;326,6;F;R;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0888;
Kasouga;4;59;Mytilus galloprovincialis;30;337,8;N;L;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;14;6,5;1,92;0;DSC0891;
Kasouga;4;59;Mytilus galloprovincialis;30;337,8;N;L;B;50-75;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;2;1,1;0,33;0;DSC0891;
Kasouga;4;59;Mytilus galloprovincialis;30;339,3;N;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;1,6;0,47;0;DSC0890;
Kasouga;4;60;Perna perna;33;400,4;N;R;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0892;
Kasouga;4;61;Perna perna;58;1004,7;N;L;C;50-75;mobile;Amphipoda;Paramoera capensis;non infested;Perna perna;1;3,55;0,35;0,52;DSC0895;
Kasouga;4;61;Perna perna;58;1007,7;N;R;A;0;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;69,5;6,9;7,6;DSC0894;
Kasouga;4;62;Perna perna;67;1377,9;M;L;D;25-50;sessile;Cirripedia;Chthamalus dentatus;non infested;Perna perna;1;27,2;1,97;3,6;DSC0898;
Kasouga;4;62;Perna perna;67;1377,9;M;L;D;25-50;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;116,8;8,48;5,9;DSC0898;
Kasouga;4;62;Perna perna;67;1377,9;M;L;D;25-50;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;1;57,3;4,16;8,192;DSC0898;
Kasouga;4;62;Perna perna;67;1377,9;M;L;D;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;32,5;2,36;4,608;DSC0898;
Kasouga;4;62;Perna perna;67;1377,9;M;L;D;25-50;sessile;Rhodophyta;Gelidium pristoides;II epibiosis;Tetraclita serrata;1;13,9;1,01;249,546;DSC0897;
Kasouga;4;62;Perna perna;67;1377,9;M;L;D;25-50;sessile;Rhodophyta;Gelidium pristoides;non infested;Perna perna;1;417,2;30,28;951,7;DSC0897;
Kasouga;4;62;Perna perna;67;1377,9;M;L;D;25-50;sessile;Sedentaria;Gunnarea gaimardi;non infested;Perna perna;1;82;5,95;0,3;DSC0898;
Kasouga;4;62;Perna perna;67;1429,1;M;R;D;25-50;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;104,5;7,31;6,2;DSC0896;
Kasouga;4;62;Perna perna;67;1429,1;M;R;D;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;7;201,5;14,1;13;DSC0896;
Kasouga;4;62;Perna perna;67;1429,1;M;R;D;25-50;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;1,1;0,08;0;DSC0896;
Kasouga;4;63;Perna perna;70;1436,2;F;L;C;50-75;sessile;Cirripedia;Barnacle traces;non infested;Perna perna;1;51,6;3,59;;DSC0900;
Kasouga;4;63;Perna perna;70;1436,2;F;L;C;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;75,2;5,24;8,8;DSC0900;
Kasouga;4;63;Perna perna;70;1387,7;F;R;D;75-100;sessile;Cirripedia;Barnacle traces;infested;Perna perna;1;166,8;12,02;;DSC0899;
Kasouga;4;63;Perna perna;70;1387,7;F;R;D;75-100;sessile;Cirripedia;Barnacle traces;non infested;Perna perna;2;145,3;10,47;;DSC0899;
Kasouga;4;64;Perna perna;75;1753,1;F;L;D;50-75;sessile;Cirripedia;Barnacle traces;non infested;Perna perna;1;127,5;7,27;;DSC0902;
Kasouga;4;64;Perna perna;75;1753,1;F;L;D;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;541,5;30,89;23,3;DSC0902;
Kasouga;4;64;Perna perna;75;1753,1;F;L;D;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;9;6;0,34;0;DSC0902;
Kasouga;4;64;Perna perna;75;1753,1;F;L;D;50-75;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;5;2,8;0,16;0;DSC0902;
Kasouga;4;64;Perna perna;75;1706,8;F;R;D;50-75;sessile;Bryozoa;Electra verticillata;infested;Perna perna;1;63,6;3,73;12,9;DSC0901;
Kasouga;4;64;Perna perna;75;1706,8;F;R;D;50-75;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;4;389,5;22,82;27,5;DSC0901;
Kasouga;4;64;Perna perna;75;1706,8;F;R;D;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;II epibiosis;Tetraclita serrata;1;194,878;11,42;18,1;DSC0901;
Kasouga;4;64;Perna perna;75;1706,8;F;R;D;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;167,7;9,83;19,7;DSC0901;
Kasouga;4;64;Perna perna;75;1706,8;F;R;D;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;7;3,9;0,23;0;DSC0901;
Kasouga;4;65;Perna perna;55;675,5;M;L;A;0-25;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;0,4;0,06;0;DSC0904;
Kasouga;4;65;Perna perna;55;675,5;M;L;A;0-25;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;1;1;0,15;0;DSC0904;
Kasouga;4;65;Perna perna;55;969,9;M;R;B;25-50;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;1;36;3,71;4;DSC0903;
Kasouga;4;67;Perna perna;64;1163,7;F;R;C;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;2;0,1;0,01;0;DSC0907;
Kasouga;4;68;Perna perna;68;1430,2;M;L;D;25-50;sessile;Bivalvia;Perna perna;infested;Perna perna;1;12,5;0,87;12,6;DSC0910;
Kasouga;4;68;Perna perna;68;1430,2;M;L;D;25-50;sessile;Bryozoa;Bryozoa;infested;Perna perna;1;31,6;2,21;9,574;DSC0910;
Kasouga;4;68;Perna perna;68;1430,2;M;L;D;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;0,5;0,03;0;DSC0910;
Kasouga;4;68;Perna perna;68;1430,2;M;L;D;25-50;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;4;1,7;0,12;0;DSC0910;
Kasouga;4;68;Perna perna;68;1379;M;R;D;75-100;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;12,6;0,91;4,87;DSC0909;
Kasouga;4;69;Perna perna;68;1360,9;M;L;C;50-75;mobile;Errantia;Scoletoma tetraura;infested;Perna perna;1;0;0;0;DSC0912;w/in byssal threads
Kasouga;4;69;Perna perna;68;1347,5;M;R;D;50-75;sessile;Sedentaria;Sedentaria;infested;Perna perna;1;63,7;4,73;0;DSC0911;empty
Kasouga;4;69;Perna perna;68;1347,5;M;R;D;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;6;3,6;0,27;0;DSC0911;
Kasouga;4;69;Perna perna;68;1347,5;M;R;D;50-75;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;4;2,1;0,16;0;DSC0911;
Kasouga;4;70;Perna perna;49;785,5;N;L;B;50-75;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;6;2,4;0,31;0;DSC0914;
Kasouga;4;70;Perna perna;49;785,5;N;L;B;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;6;2,4;0,31;0;DSC0914;
Kasouga;4;70;Perna perna;49;819;N;R;A;0-25;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;20;0;0;0;DSC0913;
Kasouga;4;70;Perna perna;49;819;N;R;A;0-25;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;5,2;0,63;0,519;DSC0913;
Kasouga;4;71;Perna perna;55;910,5;M;L;B;75-100;sessile;Bivalvia;Perna perna;non infested;Perna perna;1;22,9;2,52;11,1;DSC0916;
Kasouga;4;71;Perna perna;55;910,5;M;L;B;75-100;mobile;Nemertea;Nemertea;infested;Perna perna;1;7,9;0,87;;DSC0916;
Kasouga;4;71;Perna perna;55;910,5;M;L;B;75-100;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;79,9;8,78;6,4;DSC0916;
Kasouga;4;71;Perna perna;55;900,3;M;R;A;25-50;sessile;Bivalvia;Perna perna;non infested;Perna perna;2;22,4;2,49;33,1;DSC0915;
Kasouga;4;73;Perna perna;51;872;M;L;B;25-50;sessile;Cirripedia;Chthamalus dentatus;non infested;Perna perna;1;3,2;0,37;;DSC0920;
Kasouga;4;73;Perna perna;51;872;M;L;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;14;5,6;0,64;0;DSC0920;
Kasouga;4;73;Perna perna;51;872;M;L;B;25-50;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;28,8;3,3;1,4;DSC0920;
Kasouga;4;73;Perna perna;51;849,9;M;R;B;0-25;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;4;1,6;0,19;0;DSC0919;
Kasouga;4;74;Perna perna;55;1010,8;M;L;C;50-75;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0922;
Kasouga;4;74;Perna perna;55;998,6;M;R;D;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;5;1,7;0,17;0;DSC0921;
Kasouga;4;74;Perna perna;55;998,6;M;R;D;25-50;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;2;48,7;4,88;6,3;DSC0921;
Kasouga;4;74;Perna perna;55;998,6;M;R;D;25-50;sessile;Sedentaria;Spirorbis spp.;II epibiosis;Spirobranchus kraussii;2;2;0,2;0;DSC0921;
Kasouga;4;75;Perna perna;62;1228;M;L;B;25-50;mobile;Amphipoda;Amphipoda;infested;Perna perna;1;3;0,24;0,8;DSC0924;w/in byssal threads
Kasouga;4;75;Perna perna;62;1228;M;L;B;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;463,5;37,74;59,3;DSC0924;
Kasouga;4;75;Perna perna;62;1220,4;M;R;A;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;5;1;0,08;0;DSC0923;
Kasouga;4;75;Perna perna;62;1220,4;M;R;A;25-50;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;1,4;0,11;0;DSC0923;
Kasouga;4;76;Perna perna;53;901;F;L;C;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;3;1,1;0,12;0;DSC0926;
Kasouga;4;76;Perna perna;53;902,2;F;R;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;5;0,8;0,09;0;DSC0925;
Kasouga;4;76;Perna perna;53;902,2;F;R;B;25-50;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;8,8;0,98;76,992;DSC0925;
Kasouga;4;77;Perna perna;61;1224,8;N;L;C;50-75;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0928;
Kasouga;4;77;Perna perna;61;1278;N;R;B;0-25;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;182,5;14,28;26;DSC0927;
Kasouga;4;78;Perna perna;58;1035,3;M;L;D;50-75;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;490,5;47,38;11;DSC0930;
Kasouga;4;78;Perna perna;58;1016,7;M;R;B;25-50;sessile;Cirripedia;Chthamalus dentatus;non infested;Perna perna;1;2,2;0,22;;DSC0929;
Kasouga;4;78;Perna perna;58;1016,7;M;R;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;4;1,6;0,16;0;DSC0929;
Kasouga;4;78;Perna perna;58;1016,7;M;R;B;25-50;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;2;184,3;18,13;7,3;DSC0929;
Kasouga;4;78;Perna perna;58;1016,7;M;R;B;25-50;sessile;Ochrophyta;Ralfsia verrucosa;II epibiosis;Tetraclita serrata;1;13,8;1,36;4,933;DSC0929;
Kasouga;4;78;Perna perna;58;1016,7;M;R;B;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;234,5;23,06;41;DSC0929;
Kasouga;4;79;Perna perna;34;401,3;N;R;A;0;sessile;Sedentaria;Spirorbis spp.;non infested;Perna perna;1;0,2;0,05;0;DSC0931;
Kasouga;4;81;Perna perna;41;620,6;N;R;A;0;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;3;0;0;0;DSC0935;
Kasouga;4;82;Perna perna;45;669,4;N;L;D;25-50;sessile;Chlorophyta;Ulva spp.;non infested;Perna perna;1;1,5;0,22;0;DSC0938;
Kasouga;4;82;Perna perna;45;669,4;N;L;D;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;3;1,1;0,16;0;DSC0938;
Kasouga;4;82;Perna perna;45;669,4;N;L;D;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;103,8;15,51;2,2;DSC0938;
Kasouga;4;82;Perna perna;45;680,6;N;R;B;0-25;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;8;0,8;0,12;0;DSC0937;
Kasouga;4;83;Perna perna;34;439,9;N;L;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0940;
Kasouga;4;83;Perna perna;34;405,8;N;R;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0939;
Kasouga;4;85;Perna perna;43;671,5;N;L;C;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;10;0,8;0,12;0;DSC0944;
Kasouga;4;85;Perna perna;43;664,3;N;R;B;25-50;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;3;1,2;0,18;0;DSC0943;
Kasouga;4;86;Perna perna;54;1046,8;F;L;C;25-50;mobile;Amphipoda;Amphipoda;infested;Perna perna;1;2,656;0,25;0,7;DSC0946;
Kasouga;4;86;Perna perna;54;1046,8;F;L;C;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;436,6;41,71;70,4;DSC0946;
